name,price,used_for,colour,mileage,engine_cc,fuel,kilometer_run,waranty,types,is_automatic,is_4WD,age
Hatti gadi Mahindra maximo plus color white (Mahindra),"रू. 4,50,000",2013 Model,white,15.0,901.0,2,16057.0,,,0,0,12
Toyota aca33r 2008 For Sell (Toyota),"रू. 50,00,000",,Black,,2362.0,2,,,,0,1,17
Datsun Go Sale Second Hand (Datsun),"रू. 13,25,000",,Gray,,,1,,,,0,0,10
Hyundai I 10 asta for sale (Hyundai),"रू. 20,00,000",,grey,25.0,,1,62000.0,,,0,0,11
Eeco Van 2018 Model (Maruti Suzuki),"रू. 15,25,000",,White,,1200.0,1,63000.0,,,0,0,7
Chevrolet yuva (Chevrolet),"रू. 6,80,000",4 Years,Golden,10.0,1200.0,1,72000.0,,,0,0,17
Hyundai Creta SX (Facelift) 2019 For Sale (Hyundai),"रू. 44,50,000",4 Years,Grey,12.0,1598.0,1,37000.0,Manufacturer/ Importer,,0,0,6
Suzuki maruti 800 (Maruti Suzuki),"रू. 6,00,000",All,Nilo,18.0,800.0,1,,No,,0,0,19
Kia Soprtage GT line 2021 (Kia),"रू. 90,00,000",Single handed,White,10.0,2000.0,1,30000.0,,,1,0,4
Santro xing (Hyundai),"रू. 11,70,000",,red,,1100.0,1,,,,0,0,16
Car On Sale (Tata),"रू. 9,00,000",,White,,,1,63.0,,,0,0,10
urgent sale (Tata),"रू. 14,00,000",Personal,silver,12.0,2200.0,1,57200.0,,,0,0,15
Tata Mobile Transportation jeep (Tata),"रू. 2,50,000",,blue,,,2,,,,0,0,-35
Hyundai santro for sell (Hyundai),"रू. 11,50,000",Private,Sky blue,20.0,1200.0,1,11111.0,No,,0,0,17
Maruti Suzuki Alto for sale (Maruti Suzuki),"रू. 6,30,000",Personal use,Silver grey,18.0,800.0,1,4950.0,,,1,0,25
Toyota | Fortuner | 2010 | 4WD | SUV (Toyota),"रू. 57,50,000रू. 58,00,000",Private Use,Black,10.0,3000.0,1,105000.0,,,0,0,15
Tata nano with ac (Tata),"रू. 3,90,000",10 years,white,23.0,624.0,1,35000.0,,,0,0,13
SUPER FRESH CONDITION ZYOTEE MINI JEEP ON SALE (Other Brands),"रू. 8,75,000",12 years,White,14.0,1300.0,1,52000.0,,,0,0,16
Scoripio (Mahindra),"रू. 36,75,000",,Blue,,2200.0,2,65000.0,,,0,1,8
2009 ko kia spotes tu sell (Kia),"रू. 16,00,000",,ret,10.0,1900.0,1,76000.0,,,1,0,16
2010 ZOTYE 1.3 SINGLE HAND (Other Brands),"रू. 10,25,000",,Black,13.0,1300.0,1,55000.0,,,0,0,15
Isuzu scab 2021 exchange or sell (Other Brands),"रू. 35,50,000",,,,2500.0,2,,,,0,0,4
Mahindra maximo HD series 2020 model (Mahindra),"रू. 10,00,000",yes,sliver,,909.0,2,38000.0,,,0,0,1823
712 mina bus sale and exchange car bike bullet (Tata),"रू. 18,50,000",5,White,8.0,4000.0,2,105000.0,No,,0,0,10
50% फाईन्नस सुबिधा भएको ciaz car बिक्रीमा (Maruti Suzuki),"रू. 22,00,000",personal,white,17.0,1387.0,1,44500.0,no,,0,0,10
Hyundai Creta (Hyundai),"रू. 55,00,000",,Silver,15.0,1600.0,1,30000.0,,,0,0,7
MG Hector Shine (Other Brands),"रू. 48,00,000",,Black,,,1,7700.0,,,0,0,4
Ford ecoport Trend model (Ford),"रू. 25,00,000",,Brown,,1500.0,1,45000.0,,,0,0,9
Car for sales (Maruti Suzuki),"रू. 7,15,000",,,,800.0,1,80000.0,,,0,1,16
Honda city 2015 (Honda),"रू. 23,20,000",,silver gray,,1490.0,1,30100.0,,,0,0,10
Cevrolet Spark 2009 Model Full Loded (Chevrolet),"रू. 9,00,000",,Golden,14.0,1000.0,1,85000.0,,,1,0,16
Santro Xing For Sale (Hyundai),"रू. 9,75,000",,Husky Blue,,1100.0,1,82000.0,,,1,0,20
toyota fortuner (Toyota),"रू. 97,00,000",year,white,12.0,3000.0,2,45000.0,,,0,1,10
Full Option Santro Xing Urgent Sale (Hyundai),"रू. 8,75,000",,Grey,,1068.0,1,,,,0,0,21
Hyundai i10 sportz for sale (Hyundai),"रू. 14,50,000",private use,N3,15.0,1200.0,1,80000.0,no warenty,,1,0,16
creta sx sale.showroom condition (Hyundai),"रू. 57,00,000",1 year,melbury red,12.0,1500.0,1,14000.0,,,0,0,4
Ford Figo (Ford),"रू. 10,75,000",,Black,,1200.0,1,60000.0,,,0,0,14
2010 model (Maruti Suzuki),"रू. 7,75,000",,,,,1,,,,0,0,15
Volkswagen Polo 2018 (Volkswagen),"रू. 24,50,000",,Brown,,998.0,1,27969.0,,,0,0,7
CAR ON SALE (Maruti Suzuki),"रू. 12,50,000",office only,,,,1,,,,0,0,16
Kia Rio (Kia),"रू. 5,40,000",Good,Black,14.0,1400.0,1,60000.0,No,,1,0,21
Maruti Suzuki Swift Zxi 2014 (Maruti Suzuki),"रू. 20,25,000",,Grey,,1197.0,1,47582.0,,,0,0,11
MAHINDRA BOLERO PICKUP 4 WHEEL (Mahindra),"रू. 11,50,000",,SETO,,2500.0,1,46230.0,,,0,1,9
MARUTI SUZUKI ALTO ALTO CAR 800 (Maruti Suzuki),"रू. 6,00,000",,SILVER,,800.0,1,63586.0,,,0,0,21
HYUNDAI SANTRO XING SEMI OPTION CAR (Hyundai),"रू. 17,25,000",,SILVER,,1086.0,1,52490.0,,,0,0,11
ALTO K10 SEMI OPTION CAR (Hyundai),"रू. 5,90,000",,GRE,,1061.0,1,62570.0,,,0,0,23
Hyundai | Venue S | 2019 | CUV (Hyundai),"रू. 30,50,000रू. 30,75,000",,Red,12.0,1200.0,1,40000.0,,,0,0,6
Maruti Suzuki Swift Zxi On Sale.. (Maruti Suzuki),"रू. 18,97,000",7years,Silver,15.0,1197.0,1,74000.0,No,,0,0,11
"Creta sx (o), 2019, silver color 9863861301 (Hyundai)","रू. 51,00,000",,Silver,,1600.0,1,20000.0,,,0,0,6
Renault Duster RXZ+ 2016 (Renault),"रू. 24,75,000",Personal Used,Silver,17.0,1500.0,2,75000.0,Yes,,0,0,9
dzire vxi 2014 (Maruti Suzuki),"रू. 17,00,000",personal,white,14.0,1200.0,1,65300.0,,,1,0,11
Hyundai i10 Magna 1.2 2013 For Sale (Hyundai),"रू. 17,00,000",10 Years,Silver,13.0,1200.0,1,50000.0,Manufacturer/ Importer,,0,0,12
Tata nano car (Tata),"रू. 3,50,000",7 years,Summer blue,27.0,624.0,1,71000.0,Engine and gearbox for two years,,0,1,14
Brand new japanese vitara 4Wd😍😍😍 (Maruti Suzuki),"रू. 89,50,000",New,Premium silver,27.97,1586.0,4,1000.0,Yes,,1,1,4
maruti suzuki celerio vxi 2014 auto gear (Maruti Suzuki),"रू. 18,00,000",8 years,Sunshine ray,15.0,998.0,1,47000.0,No,,1,0,11
Tata sumo gold urgent on the (Tata),"रू. 12,00,000",,,,,2,,,,0,0,16
Tata sumo gold urgent on the (Tata),"रू. 12,00,000",,,,,2,,,,0,0,16
2019 airbag with abs breck sell (Maruti Suzuki),"रू. 27,25,000",,,,,1,,,,0,0,6
WagonR 2018 full fresh on sale (Maruti Suzuki),"रू. 18,50,000",3 yrs,Grey,17.0,1000.0,1,65000.0,,,0,0,7
i20 sportz 2013 (Hyundai),"रू. 17,50,000",,light grey,13.0,1500.0,1,45.0,,,0,0,12
Bolero Maxitruck (Mahindra),"रू. 12,00,000",Groceries wholesale,"Brown, chocolate",,2523.0,2,100000.0,,,0,0,8
SUZUKI ALTO (Maruti Suzuki),"रू. 15,75,000",4 YEARS,GREY,,800.0,1,46333.0,,,0,0,7
Enjoy the best rates.Car on sale! (Other Brands),"रू. 3,50,000",2years,Black,10.0,1600.0,1,90819.0,,,1,0,21
Hyundai I20 Active S 2018 (Full Option) (Hyundai),"रू. 30,75,000",Personal Use,Sleek Silver,15.0,1197.0,1,32000.0,,,0,0,7
Hyundai Santro full option car 2007 model for sale (Hyundai),"रू. 1,15,00,000",,Silver,,1100.0,1,73000.0,,,0,0,18
Volkswagen polo 1.6 highline 2014 for sale (Volkswagen),"रू. 21,50,000",,Red,,1600.0,1,42000.0,,,0,0,11
Honda Amaze smt 2015 model car for sale (Honda),"रू. 1,85,00,000",,Blue,,1200.0,1,45000.0,,,0,0,10
Hyundai accent (Hyundai),"रू. 7,75,000",around 2 years,silver,15.0,1500.0,1,102500.0,no,,0,0,22
Skoda rapid (Skoda),"रू. 16,50,000",,silver,,,2,,,,0,0,2012
Hyundai Creta E+ 2019 model for sale (Hyundai),"रू. 40,00,000",,Pearl white,,1600.0,1,20000.0,,,0,0,6
Toyota Corolla LX 2007 single hand (Toyota),"रू. 15,75,000",,light blue metallic,,1497.0,1,65000.0,,,0,0,18
Hyundai Tucson 2009 ko bikima akdam milauara dinxu (Hyundai),"रू. 19,99,999",,silver,12.0,1990.0,2,70000.0,,,1,1,16
ALTO 2009 for sale (Maruti Suzuki),"रू. 8,70,000",,Maroon,16.0,800.0,1,57000.0,,,0,0,16
Suzuki | Dzire VXi | 2018 | Sedan (Maruti Suzuki),"रू. 24,50,000रू. 24,75,000",Private Use,Silver,12.0,1200.0,1,44000.0,,,0,0,7
Creta 2017 On sale (Hyundai),"रू. 37,50,000",Sometime,White,20.0,1.6,1,65000.0,No,,1,1,8
Maruti Suzuki Celerio VXi (Maruti Suzuki),"रू. 15,85,000",Personal Use,Red,,,1,26000.0,,,0,0,11
Nissan Micra XV 2015 (Nissan),"रू. 14,50,000",,Blue,,1200.0,1,36000.0,,,0,0,10
Suzuki swift 2017 ZXI on sale. (Maruti Suzuki),"रू. 24,00,000",personal,Granite grey,16.0,1197.0,1,26000.0,no,,0,0,8
i20 Active S 2018 (Hyundai),"रू. 30,75,000",,marron,14.0,1200.0,1,37000.0,,,0,0,7
Nissan Terrano 2018 Brand New (Nissan),"रू. 37,50,000",,Silver,,,1,5000.0,,,0,0,7
Hyundai getz 2008model (Hyundai),"रू. 9,50,000",,sky blue,,1400.0,1,81000.0,,,0,0,17
Swift Dzire Vxi (Maruti Suzuki),"रू. 16,00,000",,Silver,18.0,1200.0,1,50000.0,,,0,0,14
i 10 sports 2010 sale 9813994422 fulopson.1.2fresh (Hyundai),"रू. 14,35,000",onhand,Light grey,18.0,1200.0,1,55700.0,yes,,0,0,15
Breeza zdi 2016 sell or exchange with pickups (Maruti Suzuki),"रू. 30,50,000",Personal use,Pearl white,16.0,1250.0,2,55000.0,no,,0,0,9
santro (Hyundai),"रू. 8,50,000",,sky blue,15.0,1200.0,1,55.0,,,0,0,21
Kia Soul EV 2017 on sale (Kia),"रू. 39,90,000",4 years,White,9.0,2109.75,3,42000.0,,,1,0,8
santro (Hyundai),"रू. 9,50,000",,red,15.0,1200.0,1,45.0,,,0,0,20
Grand I10 Nios Magna 2021 Model On Sale (Hyundai),"रू. 29,50,000",,Silver,17.0,1197.0,1,19000.0,,,0,0,4
Sell (Hyundai),"रू. 26,50,000",Office,Silver,15.0,1.0,1,38000.0,No,,0,0,9
2008 Model loadking super nissan on sale (Mahindra),"रू. 6,00,000",,Blue,,2600.0,2,,,,0,0,17
Excellent 2012 cheverolet uva 1.2 with airbags abs (Chevrolet),"रू. 10,25,000",9 years,Silver grey,14.0,1200.0,1,43000.0,,,0,0,13
tata super ace good condition n looks good (Tata),"रू. 8,00,000",normal trip n lit trip,white,15.0,1399.0,2,70000.0,no warranty,,1,0,13
Hyundai Creta (Hyundai),"रू. 56,00,000",,White,,1500.0,1,19000.0,,,0,0,4
Like brand new car on sale (Nissan),"रू. 42,60,000",1 month,Silver,20.0,1000.0,1,3000.0,No,,0,0,2
FORD FIGO TITANIUM 2013 WELL IN CONDITION FUE RUN (Ford),"रू. 12,75,000",,C-RED,,1196.0,1,21000.0,,,0,0,12
Maruti suzuki Alto Car 800 LXI 2014 model on sell. (Maruti Suzuki),"रू. 10,00,000",Self purposes,Silver,23.0,796.0,1,149000.0,,,0,0,11
Sumo 2018 (Tata),"रू. 16,00,000",private,,,3000.0,2,,,,0,0,7
KIA Sportage AWD in mint condition for urgent sale (Kia),"रू. 30,50,000",,white,14.0,1998.0,1,58010.0,,,0,1,14
i10 ERA-Urgent Sell (Hyundai),"रू. 12,50,000",13 years,Maroon,12.0,1098.0,1,65000.0,No,,0,0,16
Hyundai Tucson 2009 Model On Sell (Hyundai),"रू. 20,75,000",,,,,1,,,,1,0,16
For sale 2017 model ecosport ambient petrol (Ford),"रू. 18,50,000",,White,,1500.0,1,43000.0,,,0,0,8
Tata Truck -- White & Black color (Tata),"रू. 19,00,000",5,,,,2,100000.0,,,0,0,8
Mahindra Bolero Single Cab Pickup 1.5 TPS 2018 (Mahindra),"रू. 15,75,000",,White,,2523.0,2,29594.0,,,0,0,7
Datsun Redigo (Datsun),"रू. 13,50,000",1.5 year,silver,17.0,1000.0,1,42000.0,,,0,0,7
Suzuki | Baleno Delta | 2017 | Hatchback (Hyundai),"रू. 20,25,000रू. 20,50,000",Private Use,Grey,12.0,1200.0,1,55000.0,,,0,0,8
Suzuki | Wagon R VXi | 2021 | Hatchback (Maruti Suzuki),"रू. 23,50,000रू. 23,75,000",Private Use,Grey,14.0,1200.0,1,13000.0,,,0,0,4
HYUNDAI CRETA SX+ 2016 FULLY LOADED VEHICLE (Hyundai),"रू. 33,75,000",,Polar White,,1591.0,1,42097.0,,,0,0,9
Scorpio Pickup s10 2019 with Finance (Mahindra),"रू. 35,00,000",,silver,,,2,50000.0,,,1,1,6
Made in Japan and Malaysia assembled car on sale (Perodua),"रू. 8,75,000",13,white,18.0,1000.0,1,70000.0,,,0,0,17
Celerio VXI 2017 (Maruti Suzuki),"रू. 19,50,000",5,Grey,18.0,998.0,1,41461.0,Na,,0,0,8
Kia van (Kia),"रू. 10,00,000",delivery,black,8.0,2000.0,2,80000.0,non,,1,0,24
Kia van (Kia),"रू. 4,00,000",10,black,8.0,2000.0,2,80000.0,,,1,0,24
Suzuki Dzire Zxi + (Maruti Suzuki),"रू. 27,00,000",Hospital - Home purpose,Silver,16.0,1200.0,1,51000.0,,,0,0,8
Suzuki | Swift ZXi | 2018 | Hatchback (Maruti Suzuki),"रू. 26,00,000रू. 26,25,000",Private Use,Grey,12.0,1200.0,1,35000.0,,,0,0,7
Nissan Navara SL 2019 model with Canopy (Nissan),"रू. 60,00,000",,white,,2500.0,2,,,,0,1,6
Baleno Delta 2017 (Maruti Suzuki),"रू. 22,50,000",family,,,1200.0,1,32000.0,,,0,0,8
Toyota LX (Toyota),"रू. 17,80,000",,silver,,1497.0,1,80700.0,,,1,0,1818
Maruti Suzuki zxi (Maruti Suzuki),"रू. 19,90,000",,read,,1197.0,1,71500.0,,,1,0,12
Kia Sonet HTE (Kia),"रू. 37,90,000",,White,,1200.0,1,,,,0,1,2
Maruti Suzuki Swift Dzire Vxi - silky silver (Maruti Suzuki),"रू. 27,00,000",Tourist,Silky Silver,,1197.0,1,27000.0,,,0,0,6
Santro xing 2007 (Hyundai),"रू. 10,75,000",,Black,14.0,1086.0,1,57000.0,,,1,0,18
TATA Super Ace (Tata),"रू. 5,50,000",Flex Printing company,White,,1400.0,2,,No,,0,0,12
single hand honda city (Honda),"रू. 13,00,000",14years,golden,10.0,1599.0,1,1350000.0,,,0,0,17
Renault Kwid Automatic 2017 model (Renault),"रू. 15,50,000",,silver,15000.0,999.0,1,15000.0,,,1,0,8
i20 good condition for sell (Hyundai),"रू. 16,40,000",personal,Sliver,14.0,1200.0,1,65000.0,,,1,0,15
Jeep Compass Limited + 2020 (Jeep),"रू. 89,00,000",,Vocal White,,1956.0,2,35000.0,,,0,1,5
Renault kwid 1.0 rxt for sale (Renault),"रू. 14,99,999",6 years,gry,15.0,1000.0,1,32000.0,no,,0,0,8
bhansar ko que ko gadi urgent sale (Mahindra),"रू. 14,50,000",,red,14.0,900.0,2,81000.0,,,0,0,13
Mahendra Scorpio S5 (2.2) (Mahindra),"रू. 42,00,000",,silver,12.0,2179.0,2,58000.0,no,,0,1,7
Proton Wira Good condition car 2005 model Malaysia (Other Brands),"रू. 6,25,000",,black,,1468.0,1,6278.0,,,0,1,20
"Ford India, Eco Sport (Ford)","रू. 22,00,000",,grey,,1498.0,2,0.0,,,0,0,12
Scorpio (Mahindra),"रू. 22,00,000",Personal,White,,2179.0,2,180000.0,No,,0,0,13
New Nissan Magnite XE 2022 (BRAND NEW DEAL) (Nissan),"रू. 27,50,000",,Red,,999.0,1,10000.0,,,0,0,3
Tata Ace Hatti Gadi (Tata) (Tata) (Tata),"रू. 10,99,999",Company,blue,23.0,1200.0,2,8000.0,no,,1,0,4
Toyata (Toyota),"रू. 23,00,000",,,,,4,,,,1,1,5
maruti 2010 taxi (Maruti Suzuki),"रू. 15,00,000",,white,,800.0,1,,,,1,0,15
Toyota car (Toyota),"रू. 1,50,000",Home,White,16.0,1900.0,2,100000.0,No,,0,0,32
Tata manza car sale and exchange (Toyota),"रू. 8,50,000",Home 🏡,White,16.0,15.0,2,60000.0,No,,0,0,13
Urgent sell maruti 800 (Maruti Suzuki),"रू. 2,40,000",,,,,1,,,,0,0,26
Eon era plus 2016 (Hyundai),"रू. 14,00,000",,marron,19.0,800.0,1,42000.0,,,0,0,9
Brezza 1.5 petrol zxi+ 2021 (Maruti Suzuki),"रू. 40,75,000",,silver,16.0,1500.0,1,12000.0,,,0,0,4
Cargo Van On sale (Tata),"रू. 6,50,000",Delivery,Gray,20.0,800.0,2,70000.0,,,1,0,8
Hyundai i10 asta grand 2018 push button start (Hyundai),"रू. 25,75,000",,Silver,,1200.0,1,32000.0,,,0,0,7
Hyundai i10 grand magna 2014 48000 km (Hyundai),"रू. 18,50,000",,Gray,,1200.0,1,48000.0,,,0,0,11
Single handed Cargo van on sale (Maruti Suzuki),"रू. 7,40,000",,White,,800.0,1,17000.0,,,1,0,7
Hyundai Ix35 Crdi (Hyundai),"रू. 37,25,000",,Silk Silver,12.0,2000.0,2,36091.0,,,0,1,14
Naza Forza 2008 Model (Other Brands),"रू. 6,00,000",Home and office,Satine silver,12.0,4.0,1,,,,0,0,17
2022 Mahindra Scorpio S5 4WD for sale or exchange (Mahindra),"रू. 53,00,000",,White,,,1,7500.0,,,0,1,3
Hiace for sale 2015 model (Toyota),"रू. 39,00,000",Commercial purposes,White,12.0,2800.0,2,,,,0,0,10
Mahendra bolero pickup truck (Mahindra),"रू. 14,50,000",,gray,,2500.0,2,42000.0,,,0,1,8
"Eco cargo van 2021 model ,16800 km running ,12lac (Maruti Suzuki)","रू. 12,00,000",1 year,White,16.0,1200.0,1,16800.0,No,,1,0,4
Bolero maxitruck (Mahindra),"रू. 16,75,000",,white,,2500.0,2,56000.0,,,1,1,6
2010 Model I10 Magna 1.2 New Shape On Sale (Hyundai),"रू. 14,65,000",12 Years,Silver,20.0,1200.0,1,60000.0,A,,0,0,15
Honda City 2004 (Honda),"रू. 7,99,999",,Metallic Grey,,1498.0,1,108000.0,,,0,0,21
Hyundai grand i10 (Hyundai),"रू. 24,50,000",2 years,silver,2025.0,1200.0,1,26500.0,,,0,0,5
Well maintained car. Everything is fine. Single ha (Hyundai),"रू. 19,25,000",6 years,Navy blue,15.0,1200.0,1,60000.0,No,,0,0,10
VW Polo 2014 Highline 1200 (Renault),"रू. 19,50,000",7,Carbon Steel ( Dark Grey),12.0,1200.0,1,60000.0,,,0,0,11
Hyundai i10 magna 2014 (Hyundai),"रू. 17,50,000",,silver,,1200.0,1,93000.0,,,0,0,11
nissan xtrail 2007 model for sale or exchange (Nissan),"रू. 24,50,000",private use,cream,13.0,2200.0,2,60000.0,no warenty,,1,1,18
